,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.11.0,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,เงินเดือน,,,,,2022,"88,556,273,200",False,
1,2022.3.11.1,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,ค่าจ้างประจำ,,,,,2022,"3,088,419,500",False,
2,2022.3.11.2,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,ค่าตอบแทนพนักงานราชการ,,,,,,2022,"2,289,922,500",False,
3,2022.3.11.3,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินเพิ่มพิเศษสำหรับแพทย์ ทันตแพทย์ และเภสัชกรที่ไม่ทำเวชปฏิบัติส่วนตัว,2022,"54,780,000",False,
4,2022.3.11.4,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนกำลังคนด้านสาธารณสุข,2022,"2,600,000,000",False,
5,2022.3.11.5,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าบ้าน,2022,"24,190,800",False,
6,2022.3.11.6,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษข้าราชการที่ได้รับเงินเดือนเต็มขั้น,2022,"64,019,600",False,
7,2022.3.11.7,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษลูกจ้างประจำที่ได้รับเงินเดือนเต็มขั้น,2022,"16,694,900",False,
8,2022.3.11.8,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนพิเศษรายเดือนผู้ปฏิบัติงานในพื้นที่จังหวัดชายแดนภาคใต้,2022,"68,160,000",False,
9,2022.3.11.9,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนสำหรับตำแหน่งที่มีเหตุพิเศษของพนักงานราชการ (ค.ต.ส.),2022,"19,188,000",False,
10,2022.3.11.10,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินเพิ่มสำหรับตำแหน่งที่มีเหตุพิเศษของผู้ปฏิบัติงานด้านการสาธารณสุข (พ.ต.ส.),2022,"4,521,570,000",False,
11,2022.3.11.11,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสมทบกองทุนประกันสังคม,2022,"78,502,500",False,
12,2022.3.11.12,2022.3.11,20,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,เงินสบทบกองทุนเงินทดแทน,2022,"4,677,100",False,
13,2022.3.11.13,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าอาหารทำการนอกเวลาราชการ,2022,"7,110,900",False,
14,2022.3.11.14,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนเหมาจ่ายแทนการจัดหารถประจำตำแหน่ง,2022,"7,207,200",False,
15,2022.3.11.15,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนกรรมการ,2022,"696,000",False,
16,2022.3.11.16,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเบียเลี่ยง ส ส ค่าเช่าที่พักและค่าพาหนะ,2022,"23,479,400",False,
17,2022.3.11.17,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมยานพาหนะและขนส่ง,2022,"580,200",False,
18,2022.3.11.18,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าซ่อมแซมทรัพย์สิน,2022,"3,469,400",False,
19,2022.3.11.19,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเช่าทรัพย์สิน,2022,"8,739,100",False,
20,2022.3.11.20,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าจ้างเหมาบริการ,2022,"52,822,900",False,
21,2022.3.11.21,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายในการสัมมนาและฝึกอบรม,2022,"12,774,700",False,
22,2022.3.11.22,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่ารับรองและพิธีการ,2022,"275,500",False,
23,2022.3.11.23,2022.3.11,22,กระทรวงสาธารณสุข,สำนักงานปลัดกระทรวงสาธารณสุข,False,แผนงานพื้นฐานด้านการพัฒนาและเสริมสร้างศักยภาพทรัพยากรมนุษย์,นโยบาย ยุทธศาสตร์ ระบบบริหารจัดการด้านสุขภาพ ที่มีคุณภาพและประสิทธิภาพ,,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าภาษี ค่าธรรมเนียม,2022,"314,400",False,
