,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.16(3).0,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายบุคลากร,,,,เงินอุดหนุนสำหรับการจัดการศึกษาภาคบังคับ (เงินเดือนครู ค่าจ้างประจำ),2022,"51,530,000",False,
1,2022.3.16(3).1,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายบุคลากร,,,,เงินอุดหนุนสำหรับสนับสนุนการถ่ายโอนบุคลากร,2022,"1,524,100",False,
2,2022.3.16(3).2,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายบุคลากร,,,,เงินอุดหนุนสำหรับสนับสนุนศูนย์พัฒนาเด็กเล็ก,2022,"1,183,100",False,
3,2022.3.16(3).3,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายบุคลากร,,,,เงินอุดหนุนสำหรับสนับสนุนการจัดการศึกษาแก่เด็กด้อยโอกาส (ค่าจ้างครู),2022,"189,000",False,
4,2022.3.16(3).4,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนสำหรับการจัดการศึกษาภาคบังคับ (บำเหน็จ บำนาญ),2022,"21,169,700",False,
5,2022.3.16(3).5,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนสำหรับการจัดการศึกษาภาคบังคับ (ค่าเช่าบ้าน),2022,"1,056,000",False,
6,2022.3.16(3).6,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนสำหรับการจัดการศึกษาภาคบังคับ (ค่าการศึกษาของบุตร),2022,"446,700",False,
7,2022.3.16(3).7,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนการสงเคราะห์เบี้ยยังชีพผู้สูงอายุ,2022,"26,010,000",False,
8,2022.3.16(3).8,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนการสงเคราะห์เบียยังชีพความพิการ 6 ส,2022,"4,060,800",False,
9,2022.3.16(3).9,2022.3.16(3),6,องค์กรปกครองส่วนท้องถิ่น,เทศบาลเมืองในพื้นที่จังหวัดกระบี่ เทศบาลเมืองกระบี่,False,แผนงานยุทธศาสตร์ส่งเสริมการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น,ผลผลิตการจัดบริการสาธารณะ,,งบเงินอุดหนุน,เงินอุดหนุนทั่วไป,ค่าใช้จ่ายดำเนินงาน,,,,เงินอุดหนุนการสงเคราะห์เบี้ยยังชีพผู้ป่วยเอดส์ บ,2022,"24,000",False,
