,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?,DEBUG_LOG
0,2022.3.13(1).0,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนวิทยากรสัมมนาและฝึกอบรม,2022,"1,160,100",False,
1,2022.3.13(1).1,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าเบี้ยเลี้ยง ค่าเช่าที่พักและค่าพาหนะ,2022,"40,000",False,
2,2022.3.13(1).2,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าจ้างเหมาบริการ,2022,"11,594,200",False,
3,2022.3.13(1).3,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าใช้จ่ายในการสัมมนาและฝึกอบรม,2022,"5,893,200",False,
4,2022.3.13(1).4,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,วัสดุโฆษณาและเผยแพร่,2022,"259,200",False,
5,2022.3.13(1).5,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,วัสดุการเกษตร,2022,"1,236,700",False,
6,2022.3.13(1).6,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,วัสดุสำนักงาน,2022,"589,500",False,
7,2022.3.13(1).7,2022.3.13(1),17,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการส่งเสริมและพัฒนาภาคการเกษตร,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,วัสดุเชื้อเพลิงและหล่อลื่น,2022,"55,000",False,
8,2022.3.13(1).8,2022.3.13(1),19,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการเพิ่มศักยภาพภาคการท่องเที่ยวและบริการ,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าตอบแทนวิทยากรสัมมนาและฝึกอบรม,2022,"41,400",False,
9,2022.3.13(1).9,2022.3.13(1),19,จังหวัดและกลุ่มจังหวัด (1),กลุ่มจังหวัดภาคกลางตอนบน,False,แผนงานยุทธศาสตร์ส่งเสริมการพัฒนาจังหวัดและกลุ่มจังหวัดแบบบูรณาการ,,โครงการเพิ่มศักยภาพภาคการท่องเที่ยวและบริการ,งบดำเนินงาน,ค่าตอบแทน ใช้สอยและวัสดุ,,,,,ค่าจ้างเหมาบริการ,2022,"12,113,800",False,
