,ITEM_ID,REF_DOC,REF_PAGE_NO,MINISTRY,BUDGETARY_UNIT,CROSS_FUNC?,BUDGET_PLAN,OUTPUT,PROJECT,CATEGORY_LV1,CATEGORY_LV2,CATEGORY_LV3,CATEGORY_LV4,CATEGORY_LV5,CATEGORY_LV6,ITEM_DESCRIPTION,FISCAL_YEAR,AMOUNT,OBLIGED?
2022.3.11.0,2022.3.11.0,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,,,,,เงินเดือน,2022,88556273200.0,False
2022.3.11.1,2022.3.11.1,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,เงินเดือนและค่าจ้างประจำ,,,,,ค่าจ้างประจำ,2022,3088419500.0,False
2022.3.11.2,2022.3.11.2,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบบุคลากร,,,,,,ค่าตอบแทนพนกังานราชการ,2022,2289922500.0,False
2022.3.11.3,2022.3.11.3,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,เงินเพม่ิพิเศษสาหรบัแพทย์ทนัตแพทย์และเภสชักรทไ่ีมท่าเวชปฏบิตัสิ่วนตวั,2022,54780000.0,False
2022.3.11.4,2022.3.11.4,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนกาลงัคนด้านสาธารณสุข,2022,2600000000.0,False
2022.3.11.5,2022.3.11.5,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าเช่าบ้าน,2022,24190800.0,False
2022.3.11.6,2022.3.11.6,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษข้าราชการทไ่ีดร้บัเงินเดือนเต็มขั้น,2022,64019600.0,False
2022.3.11.7,2022.3.11.7,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,ค่าตอบแทนพิเศษลูกจ้างประจาทไ่ีดร้บัเงินเดือนเต็มขั้น,2022,16694900.0,False
2022.3.11.8,2022.3.11.8,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนพิเศษรายเดือนผูป้ฏบิตังิานในพื้นทจ่ีงัหวดัชายแดนภาคใต้,2022,68160000.0,False
2022.3.11.9,2022.3.11.9,2022.3.11,20,กระทรวงสาธารณสขุ,สำนักงานปลดักระทรวงสาธารณสขุ,False,แผนงานบุคลากรภาครัฐ,,,งบดำเนินงาน,ค่าตอบแทนใช้สอยและวัสดุ,,,,,เงินค่าตอบแทนสาหรบัตาแหน่งทม่ีเีหตพุเิศษของพนกังานราชการ (ค.ต.ส.),2022,19188000.0,False
